This	November 13, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	52
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	66
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	27
""			
4	TO KILL A MOCKINGBIRD, by Harper Lee.	4	15
""			
5	MISTRESS OF MELLYN, by Victoria Holt.	5	8
""			
6	THE LOVELY AMBITION, by Mary Ellen Chase.	8	20
""			
7	THE DEAN'S WATCH, by Elizabeth Goudge.	6	5
""			
8	THE CHILD BUYER, by John Hersey.	10	4
""			
9	THE CHAPMAN REPORT, by Irving Wallace.	7	24
""			
10	THE HOUSE OF FIVE TALENTS, by Louis Auchincloss.	9	6
""			
11	THE LISTENER, by Taylor Caldwell.	11	6
""			
12	THE LAST TEMPTATION OF CHRIST, by Nikos Kazantzakis.	12	10
""			
13	THE NYLON PIRATES, by Nicholas Monsarrat.	15	2
""			
14	THE BLACK BOOK, by Lawrence Durrell.	13	6
""			
15	DECISION AT DELPHI, by Helen MacInnes.	--	1
""			
16	DIAMOND HEAD, by Peter Gilman.	14	18
This	November 13, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE WASTE MAKERS, by Vance Packard.	1	7
""			
2	KENNEDY OR NIXON: DOES IT MAKE ANY DIFFERENCE?, by Arthur Meier	3	4
""	Schlesinger.		
""			
3	BORN FREE, by Joy Adamson.	2	27
""			
4	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	13	2
""			
5	ENJOY, ENJOY!, by Harry Golden.	7	16
""			
6	FOLK MEDICINE, by Deforest Clinton Jarvis.	4	83
""			
7	THE POLITICS OF UPHEAVAL, by Arthur Schlesinger.	6	7
""			
8	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	5	20
""			
9	BARUCH: THE PUBLIC YEARS, by Bernard M Baruch.	12	3
""			
10	TAKEN AT THE FLOOD, by John Gunther.	10	9
""			
11	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	11	20
""			
12	THE LIBERAL HOUR, by John Kenneth Galbraith.	8	11
""			
13	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	9	21
""			
14	ARTHRITIS AND FOLK MEDICINE, by Deforest Clinton Jarvis.	16	4
""			
15	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	15	43
""			
16	THE AMERICAN HERITAGE PICTURE HISTORY OF THE CIVIL WAR, by	--	1
""	Bruce Catton.		
