This	August 21, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	1	23
""			
2	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	3	23
""			
3	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	2	16
""			
4	THE FLOWER GIRLS, by Clemence Dane. (W. W. Norton and Company.)	4	7
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
5		7	4
""	Schuster.)		
""			
6	EXCELSIOR!, by Paul Hyde Bonner. (Charles Scribner's Sons.)	5	7
""			
7	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	8	72
""			
8	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	6	44
""			
9	THE DINNER PARTY, by Gretchen Finletter. (Harper and Brothers.)	10	14
""			
10	THE WINE OF YOUTH, by Robert Wilder. (G. P. Putnam's Sons.)	11	8
""			
11	GRANDFATHER STORIES, by Samuel Hopkins Adams. (Random House.)	14	2
""			
12	OFFICERS AND GENTLEMEN, by Evelyn Waugh. (Little Brown and Co.)	9	5
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
13		13	24
""	Company.)		
""			
14	79 PARK AVENUE, by Harold Robbins. (Alfred A. Knopf.)	15	2
""			
15	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	12	18
""			
16	A TALE FOR MIDNIGHT, by Frederic Prokosch. (Little, Brown.)	16	2
This	August 21, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	22
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	146
""	Inc.)		
""			
3	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	4	150
""			
4	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	3	11
""			
5	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	6	22
""			
6	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	7	12
""			
7	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	5	20
""			
8	JEHOVAH'S WITNESSES, by Marley Cole. (Vantage Press.)	8	5
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
9		--	2
""	Company.)		
""			
10	THE GAME OF HEARTS, by Lesley Blanch. (Simon and Schuster.)	9	6
""			
""	TIGER OF THE SNOWS, by Tenzing of Everest and James Ramsey Ullman.		
11		10	9
""	(G.P. Putnam's Sons.)		
""			
12	FROM MY EXPERIENCE, by Louis Bromfield. (Harper and Brothers.)	--	6
""			
13	INSIDE THE SPACE SHIPS, by George Adamski. (Abelard Schuman.)	--	1
""			
14	HIGH SIERRA COUNTRY, by Oscar Lewis. (Duell, Sloan and Pearce.)	--	1
""			
15	THE LAND THEY FOUGHT FOR, by Clifford Dowdey. (Doubleday and Co.)	13	3
""			
""	THE GREAT AMERICAN HERITAGE, by Bela Kornitzer. (Farrar, Straus and		
16		14	2
""	Cudahy.)		
