This	May 22, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	2	10
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
2		1	11
""	Company.)		
""			
3	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	5	3
""			
4	THE GOOD SHEPHERD, by C.S. Forester. (Little, Brown and Company.)	4	7
""			
5	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	31
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
6		6	29
""	Inc.)		
""			
7	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	7	5
""			
8	THE BREAKING WAVE, by Nevil Shute. (William Morrow and Co.)	9	4
""			
9	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	8	10
""			
10	THE SCOTSWOMAN, by Inglis Clark Fletcher. (Bobbs-Merrill.)	10	4
""			
11	DUTCH, by Theodore Bonnet. (Doubleday and Company.)	11	4
""			
""	VENTURE INTO DARKNESS, by Alice Tisdale Hobart. (Longman's, Green and		
12		14	7
""	Co.)		
""			
13	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	--	16
""			
14	THE DINNER PARTY, by Gretchen Finletter. (Harper and Brothers.)	--	1
""			
15	THE THORN TREE, by Nelia Gardner White. (Viking Books.)	--	1
""			
16	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	--	65
This	May 22, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	9
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	133
""	Inc.)		
""			
3	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	9
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
4		3	19
""	Press.)		
""			
5	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	5	137
""			
6	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	6	7
""			
7	MEMORIES, by Ethel Barrymore. (Harper and Brothers.)	7	3
""			
""	ESSAYS IN THE PUBLIC PHILOSOPHY, by Walter Lippmann. (Little, Brown and		
8		8	12
""	Company.)		
""			
9	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	9	14
""			
10	BOTTOMS UP!, by Cornelia Otis Skinner. (Dodd, Mead and Company.)	16	6
""			
11	PARTY OF ONE, by Clifton Fadiman. (World Publishing Co.)	--	1
""			
12	LAURETTE, by Marguerite Courtney. (Rinehart.)	--	1
""			
13	GARBO, by John Bainbridge. (Doubleday.)	15	5
""			
14	TWO MINUTES TILL MIDNIGHT, by Elmer Davis. (Bobbs Merrill Co.)	14	11
""			
15	TO THE ONE I LOVE THE BEST, by Ludwig Bemelmans. (Viking Press.)	10	11
""			
16	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	11	26
