This	November 13, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	1	9
""			
2	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	2	35
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
3		4	16
""	Schuster.)		
""			
4	THE TONTINE, by Thomas B. Costain. (Doubleday.)	3	6
""			
5	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	5	28
""			
6	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	7	3
""			
7	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	6	35
""			
8	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	14	2
""			
9	THESE LOVERS FLED AWAY, by Howard Spring. (Harper and Brothers.)	9	3
""			
10	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	8	11
""			
11	CARDS OF IDENTITY, by Nigel Dennis. (Vanguard.)	11	2
""			
12	CONFESSIONS OF FELIX KRULL, by Thomas Mann. (Alfred A. Knopf.)	10	6
""			
13	HERITAGE, by Anthony West. (Random House.)	--	3
""			
14	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	13	2
""			
15	THE SIXTH OF JUNE, by Lionel Shapiro. (Doubleday.)	15	12
""			
16	SILVER LEOPARD, by F. Van Wyck Mason. (Doubleday.)	--	1
This	November 13, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	34
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	6
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
3		3	158
""	Inc.)		
""			
4	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	5	23
""			
5	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	34
""			
6	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	6	162
""			
7	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	32
""			
""	NEVER PLEAD GUILTY, by John Wesley Noble and Bernard Averbuch. (Farrar,		
8		9	10
""	Straus and Cudahy.)		
""			
""	THE NOTEBOOKS OF MAJOR THOMPSON, by Pierre Daninos. (Alfred A.		
9		12	6
""	Knopf.)		
""			
10	SEA FIGHTS AND SHIPWRECKS, by Hanson W. Baldwin. (Hanover House.)	--	2
""			
11	THE AFRICAN GIANT, by Stuart Cloete. (Houghton Mifflin.)	8	7
""			
12	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	--	1
""			
""	THE AMERICAN WEST, by Lucius Beebe and Charles Clegg. (E. P. Dutton and		
13		13	3
""	Company, Inc.)		
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
14		--	1
""	Press.)		
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
15		14	3
""	Brothers.)		
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
16		--	13
""	Company.)		
