This	August 12, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	2	17
""			
2	FROM HERE TO ETERNITY, by James Jones.	1	23
""			
3	RETURN TO PARADISE, by James A. Michener.	3	15
""			
4	A WOMAN CALLED FANCY, by Frank Yerby.	5	12
""			
5	THE TROUBLED AIR, by Irwin Shaw.	6	8
""			
6	THE FOUNDLING, by Francis Cardinal Spellman.	7	10
""			
7	THE CATCHER IN THE RYE, by J.D. Salinger.	8	3
""			
8	PROUD NEW FLAGS, by F. Van Wyck Mason.	4	15
""			
9	THE HIGH CALLING, by James Street.	9	7
""			
10	THIS IS THE HOUR, by Lion Feuchtwanger.	10	10
""			
11	THE IRON MISTRESS, by Paul I. Wellman.	--	1
""			
12	APRIL SNOW, by Lillian Budd.	12	9
""			
13	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	11	7
""			
14	JOY STREET, by Frances Parkinson Keyes.	--	34
""			
15	OLD HERBACEOUS, by Reginald Arkell.	14	21
""			
16	GOD'S MEN, by Pearl S. Buck.	--	15
This		August 12, 1951	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	KON-TIKI, by Thor Heyerdahl.		1	48
""				
2	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.		2	22
""				
3	THE SEA AROUND US, by Rachel Carson.		4	4
""				
4	A SOLDIER'S STORY, by Omar Nelson Bradley.		3	7
""				
5	A KING'S STORY, by Edward Windsor, Duke of Windsor.		5	16
""				
6	CRIME IN AMERICA, by Estes Kefauver.		8	3
""				
7	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.		6	21
""				
8	THE CHINA STORY, by Freda Utley.		9	11
""				
9	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell		7	17
""	Woodroffe.			
""				
10	FIGHT AGAINST FEARS, by Lucy Freeman.		13	3
""				
11	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.		10	10
""				
12	MY SIX CONVICTS, by Donald Powell Wilson.		11	26
""				
13	NATURE'S WAYS, by Roy Chapman Andrews.		14	4
""				
14	THE NEW JOY OF COOKING, by Irma S. Rombauer and Marion Rombauer		16	2
""	Becker.			
""				
15	LIFEMANSHIP, by Stephen Potter.		15	3
""				
16	WE BARRYMORES, by Lionel Barrymore and Cameron Shipp.		12	11
