This	October 27, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	8
""	Company.)		
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	2	12
""			
3	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	4	9
""			
4	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	3	57
""			
5	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	5	12
""			
6	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	7	3
""			
7	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	8	3
""			
8	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	6	5
""			
9	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	9	14
""			
10	FAIROAKS, by Frank Yerby. (Dial Press.)	10	6
""			
11	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	--	3
""			
12	COMPULSION, by Meyer Levin. (Simon and Schuster.)	11	50
""			
13	NO DOWN PAYMENT, by John McPartland. (Simon and Schuster.)	14	3
""			
14	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	--	1
""			
15	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	12	23
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
16		13	13
""	Sons.)		
This	October 27, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	8
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	2	22
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	3	9
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	11
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE REFORMATION, by Will Durant. (Simon and Schuster.)	8	3
""			
""	THE AGE OF REVOLUTION, by Winston S. Churchill. (Dodd, Mead and		
6		--	1
""	Company.)		
""			
7	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	6	24
""			
8	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	5	23
""			
9	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	7	30
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
10		10	7
""	and Brothers.)		
""			
11	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	12	21
""			
12	THE KING RANCH, by Tom Lea. (Little, Brown and Company.)	--	2
""			
13	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	14	7
""			
14	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	--	22
""			
""	THE AMERICAN HERITAGE BOOK OF GREAT HISTORIC PLACES, by the		
15		--	1
""	editors of American Heritage. (American Heritage Publishing.)		
""			
16	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	11	89
