This	November 3, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	9
""	Company.)		
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	2	13
""			
3	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	3	10
""			
4	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	6	4
""			
5	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	7	4
""			
6	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	4	58
""			
7	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	5	13
""			
8	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	8	6
""			
9	NO DOWN PAYMENT, by John McPartland. (Simon and Schuster.)	13	4
""			
10	FAIROAKS, by Frank Yerby. (Dial Press.)	10	7
""			
11	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	14	2
""			
12	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	9	15
""			
13	COMPULSION, by Meyer Levin. (Simon and Schuster.)	12	51
""			
14	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	11	4
""			
15	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	15	24
""			
16	SACRAMENTO WALTZ, by Elva Williams. (McGraw Hill.)	--	1
This	November 3, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	9
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	2	23
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	3	10
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	12
""	Paul Smith. (W.W. Norton and Company.)		
""			
""	THE AGE OF REVOLUTION, by Winston S. Churchill. (Dodd, Mead and		
5		6	2
""	Company.)		
""			
6	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	9	31
""			
7	THE REFORMATION, by Will Durant. (Simon and Schuster.)	5	4
""			
8	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	7	25
""			
9	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	8	24
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
10		10	8
""	and Brothers.)		
""			
11	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	--	35
""			
12	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	13	8
""			
13	LEFTOVER LIFE TO KILL, by Caitlin Thomas. (Little, Brown and Company.)	--	1
""			
14	BRIDGE TO THE SUN, by Gwen Terasaki. (University of North Carolina Press.)	--	3
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
15		--	17
""	House.)		
""			
""	GOOD OL' CHARLIE BROWN, by Charles M. Schulz. (Holt, Rinehart and		
16		--	1
""	Winston,)		
