This	March 17, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	25
""			
2	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	6	3
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	2	18
""			
4	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	3	9
""			
5	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	7
""			
6	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	5	13
""			
7	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	7	4
""			
8	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	9	35
""			
9	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	10	6
""			
10	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	8	6
""			
11	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	12	9
""			
12	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	13	105
""			
13	THE FALL, by Albert Camus. (Alfred A. Knopf.)	16	2
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
14		11	19
""	Associates.)		
""			
15	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	14	3
""			
16	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	15	8
This	March 17, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	14
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	25
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	3	18
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	15
""			
5	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	7	6
""			
6	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	6	6
""			
7	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	5	22
""			
8	CITADEL, by William Smith White. (Harper and Brothers.)	8	7
""			
9	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	9	6
""			
10	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	10	61
""			
11	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	11	7
""			
12	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	12	15
""			
""	HERB CAEN'S GUIDE TO SAN FRANCISCO, by Herb Caen. (Doubleday and		
13		14	2
""	Company, Inc.)		
""			
14	A STUDY OF HISTORY, by Arnold J. Toynbee. (Oxford University Press.)	--	1
""			
15	TO SEE THE DREAM, by Jessamyn West. (Harcourt, Brace.)	13	2
""			
""	THE MEN WHO MADE THE NATION, by John Dos Passos. (Doubleday and		
16		16	2
""	Company.)		
