This	October 12, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	1	7
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
2		2	7
""	Brace and Company.)		
""			
3	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	3	38
""			
4	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	5	3
""			
5	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	4	15
""			
6	THE KING MUST DIE, by Mary Renault. (Pantheon.)	6	12
""			
7	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	7	4
""			
8	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	8	15
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
9		--	1
""	Company.)		
""			
10	CHEZ PAVAN, by Richard Llewellyn. (Doubleday.)	15	8
""			
11	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	10	14
""			
12	THE BRAMBLE BUSH, by Charles Mergendahl. (Putnam.)	14	4
""			
13	EXODUS, by Leon Uris. (Doubleday.)	--	1
""			
""	THE ONCE AND FUTURE KING, by Terence Hanbury White. (G.P. Putnam's		
14		9	5
""	Sons.)		
""			
15	ANGELIQUE, by Sergeanne Golon. (J.B. Lippincott.)	--	1
""			
16	THE DAY ON FIRE, by James Ramsey Ullman. (World Publishing Co.)	--	1
This	October 12, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	11
""			
2	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	4
""			
3	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	4	9
""			
4	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	3	25
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
5		5	17
""	Company.)		
""			
6	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	9	47
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
7		8	7
""	Brothers.)		
""			
""	EISENHOWER: CAPTIVE HERO, by Marquis William Childs. (Harcourt, Brace		
8		10	6
""	and Company.)		
""			
9	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	6	44
""			
10	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	13	2
""			
11	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	7	29
""			
12	ABANDON SHIP!, by Richard F. Newcomb. (Henry Holt and Company.)	16	2
""			
13	THE RUSSIAN REVOLUTION, by Alan Moorehead. (Harper and Brothers.)	11	5
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
14		--	1
""	Company.)		
""			
15	MORE IN SORROW, by Wolcott Gibbs. (Henry Holt and Company.)	--	1
""			
16	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	12	22
