This	November 20, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	1	10
""			
2	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	2	36
""			
3	THE TONTINE, by Thomas B. Costain. (Doubleday.)	4	7
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
4		3	17
""	Schuster.)		
""			
5	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	8	3
""			
6	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	6	4
""			
7	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	5	29
""			
8	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	10	12
""			
9	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	7	36
""			
10	THESE LOVERS FLED AWAY, by Howard Spring. (Harper and Brothers.)	9	4
""			
11	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	14	3
""			
12	CONFESSIONS OF FELIX KRULL, by Thomas Mann. (Alfred A. Knopf.)	12	7
""			
13	HERITAGE, by Anthony West. (Random House.)	13	4
""			
""	THE LUTE AND THE GLOVE, by Katherine Wigmore Eyre. (Appleton-Century-		
14		--	1
""	Crofts, Inc.)		
""			
15	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	--	54
""			
16	PAPA'S WIFE, by Thyra Ferre Bjorn. (Rinehart and Co.)	--	3
This	November 20, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	35
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	7
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
3		3	159
""	Inc.)		
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	5	35
""			
5	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	4	24
""			
6	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	12	2
""			
7	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	33
""			
8	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	--	1
""			
9	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	6	163
""			
10	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	--	1
""			
""	NEVER PLEAD GUILTY, by John Wesley Noble and Bernard Averbuch. (Farrar,		
11		8	11
""	Straus and Cudahy.)		
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
12		14	2
""	Press.)		
""			
13	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	--	1
""			
14	THE AFRICAN GIANT, by Stuart Cloete. (Houghton Mifflin.)	11	8
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
15		15	4
""	Brothers.)		
""			
""	THE NOTEBOOKS OF MAJOR THOMPSON, by Pierre Daninos. (Alfred A.		
16		9	7
""	Knopf.)		
