This	November 27, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	1	11
""			
2	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	2	37
""			
3	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	5	4
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
4		4	18
""	Schuster.)		
""			
5	THE TONTINE, by Thomas B. Costain. (Doubleday.)	3	8
""			
6	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	6	5
""			
7	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	7	30
""			
8	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	--	1
""			
9	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	11	4
""			
10	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	8	13
""			
11	THESE LOVERS FLED AWAY, by Howard Spring. (Harper and Brothers.)	10	5
""			
12	CONFESSIONS OF FELIX KRULL, by Thomas Mann. (Alfred A. Knopf.)	12	8
""			
""	THE LUTE AND THE GLOVE, by Katherine Wigmore Eyre. (Appleton-Century-		
13		14	2
""	Crofts, Inc.)		
""			
14	PAPA'S WIFE, by Thyra Ferre Bjorn. (Rinehart and Co.)	16	4
""			
15	HERITAGE, by Anthony West. (Random House.)	13	5
""			
16	A CHARMED LIFE, by Mary McCarthy. (Houghton Mifflin Harcourt.)	--	1
This	November 27, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	36
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	8
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
3		3	160
""	Inc.)		
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	36
""			
5	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	8	2
""			
6	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	10	2
""			
7	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	5	25
""			
8	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	9	164
""			
9	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	6	3
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
10		12	3
""	Press.)		
""			
11	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	34
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
12		15	5
""	Brothers.)		
""			
13	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	13	2
""			
14	THE AFRICAN GIANT, by Stuart Cloete. (Houghton Mifflin.)	14	9
""			
""	THE AMERICAN WEST, by Lucius Beebe and Charles Clegg. (E. P. Dutton and		
15		--	4
""	Company, Inc.)		
""			
16	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	--	24
