This	May 8, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
1		1	9
""	Company.)		
""			
2	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	2	8
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	29
""			
4	THE GOOD SHEPHERD, by C.S. Forester. (Little, Brown and Company.)	5	5
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
5		4	27
""	Inc.)		
""			
6	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	7	3
""			
7	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	--	1
""			
8	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	6	36
""			
9	THE BREAKING WAVE, by Nevil Shute. (William Morrow and Co.)	10	2
""			
10	THE HEALER, by Frank G. Slaughter. (Doubleday and Co. Inc.)	9	12
""			
11	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	8	8
""			
12	THE SCOTSWOMAN, by Inglis Clark Fletcher. (Bobbs-Merrill.)	12	2
""			
13	DUTCH, by Theodore Bonnet. (Doubleday and Company.)	16	2
""			
""	VENTURE INTO DARKNESS, by Alice Tisdale Hobart. (Longman's, Green and		
14		14	5
""	Co.)		
""			
15	FLAMINGO FEATHER, by Laurens Van Der Post. (William Morrow and Co.)	13	9
""			
16	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	--	15
This	May 8, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	7
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	131
""	Inc.)		
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
3		3	17
""	Press.)		
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	7
""			
5	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	6	135
""			
6	MEMORIES, by Ethel Barrymore. (Harper and Brothers.)	--	1
""			
7	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	5
""			
""	ESSAYS IN THE PUBLIC PHILOSOPHY, by Walter Lippmann. (Little, Brown and		
8		10	10
""	Company.)		
""			
9	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	5	12
""			
10	TO THE ONE I LOVE THE BEST, by Ludwig Bemelmans. (Viking Press.)	8	9
""			
11	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	9	24
""			
12	TWO MINUTES TILL MIDNIGHT, by Elmer Davis. (Bobbs Merrill Co.)	12	9
""			
13	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	13	25
""			
14	BOTTOMS UP!, by Cornelia Otis Skinner. (Dodd, Mead and Company.)	11	4
""			
15	A TRAIN OF POWDER, by Rebecca West. (Viking Press.)	15	5
""			
16	GARBO, by John Bainbridge. (Doubleday.)	14	3
