This	January 27, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	41
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	24
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	4	15
""			
4	THE END OF THE AFFAIR, by Graham Greene.	5	12
""			
5	MOSES, by Sholem Asch.	6	16
""			
6	THE PRESIDENT'S LADY, by Irving Stone.	3	16
""			
7	FROM HERE TO ETERNITY, by James Jones.	10	47
""			
8	THE BLESSING, by Nancy Mitford.	12	14
""			
9	THE WANDERER, by Mika Waltari.	8	12
""			
10	WE FISHED ALL NIGHT, by Willard Motley.	9	8
""			
11	THE DARK MOMENT, by Ann Bridge.	--	1
""			
12	THE IRON MISTRESS, by Paul I. Wellman.	13	25
""			
13	WAIT FOR THE WAGON, by Mary Lasswell.	11	8
""			
14	THE CATCHER IN THE RYE, by J.D. Salinger.	7	27
""			
15	WINDS OF MORNING, by Harold Lenoir Davis.	--	1
""			
16	BARABBAS, by Par Lagerkvist.	14	4
This	January 27, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	28
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	13
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	14
""			
4	CLOSING THE RING, by Winston S. Churchill.	5	8
""			
5	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	6	7
""			
6	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	4	14
""			
7	SHOW BIZ, by Abel Green and Joe Laurie Jr.	10	9
""			
8	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	9	12
""			
9	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	11	9
""			
10	KON-TIKI, by Thor Heyerdahl.	7	72
""			
11	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	8	10
""			
12	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	13	8
""			
13	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	12	13
""			
14	THE CONFIDENT YEARS 1885-1915, by Van Wyck Brooks.	--	1
""			
15	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	14	12
""			
16	THE PATTERN OF RESPONSIBILITY, by McGeorge Bundy.	--	1
