This	September 11, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	1	26
""			
2	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	2	26
""			
3	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	3	19
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
4		4	7
""	Schuster.)		
""			
5	THE FLOWER GIRLS, by Clemence Dane. (W. W. Norton and Company.)	5	10
""			
6	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	15	2
""			
7	GRANDFATHER STORIES, by Samuel Hopkins Adams. (Random House.)	9	5
""			
8	THE SIXTH OF JUNE, by Lionel Shapiro. (Doubleday.)	12	3
""			
9	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	8	75
""			
10	EXCELSIOR!, by Paul Hyde Bonner. (Charles Scribner's Sons.)	6	10
""			
11	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	7	47
""			
12	THE WINE OF YOUTH, by Robert Wilder. (G. P. Putnam's Sons.)	13	11
""			
13	OFFICERS AND GENTLEMEN, by Evelyn Waugh. (Little Brown and Co.)	11	8
""			
14	THE GREAT MAN, by Al Morgan. (E. P. Dutton and Co., Inc.)	--	1
""			
15	THE DINNER PARTY, by Gretchen Finletter. (Harper and Brothers.)	10	17
""			
16	79 PARK AVENUE, by Harold Robbins. (Alfred A. Knopf.)	14	5
This	September 11, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	25
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	149
""	Inc.)		
""			
3	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	3	14
""			
4	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	4	153
""			
5	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	5	25
""			
6	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	23
""			
7	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	6	15
""			
8	HIROSHIMA DIARY, by Michihiko Hachiya. (University of North Carolina Press.)	8	3
""			
""	THE LIVING PAST OF AMERICA, by Cornelius Vanderbilt. (Crown Publishers,		
9		12	6
""	Inc.)		
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
10		13	5
""	Company.)		
""			
""	THE GREAT AMERICAN HERITAGE, by Bela Kornitzer. (Farrar, Straus and		
11		--	3
""	Cudahy.)		
""			
""	NEVER PLEAD GUILTY, by John Wesley Noble and Bernard Averbuch. (Farrar,		
12		--	1
""	Straus and Cudahy.)		
""			
13	NINE RIVERS FROM JORDAN, by Denis Johnston. (Little, Brown and Company.)	--	1
""			
14	JEHOVAH'S WITNESSES, by Marley Cole. (Vantage Press.)	9	8
""			
15	FROM MY EXPERIENCE, by Louis Bromfield. (Harper and Brothers.)	10	9
""			
16	HIGH SIERRA COUNTRY, by Oscar Lewis. (Duell, Sloan and Pearce.)	--	3
