This	December 28, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	14
""			
2	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	18
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
3		3	18
""	Brace and Company.)		
""			
4	FROM THE TERRACE, by John O'Hara. (Random House.)	4	4
""			
5	EXODUS, by Leon Uris. (Doubleday.)	5	12
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
6		6	10
""	and Company.)		
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
7		7	12
""	Company.)		
""			
8	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	9	7
""			
9	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	8	49
""			
10	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	10	15
""			
11	ANGELIQUE, by Sergeanne Golon. (J.B. Lippincott.)	13	12
""			
12	THE MOUNTAIN IS YOUNG, by Han Suyin. (Jonathan Cape.)	11	8
""			
13	THE KING MUST DIE, by Mary Renault. (Pantheon.)	12	22
""			
14	THE RAINBOW AND THE ROSE, by Nevil Shute. (William Morrow.)	14	7
""			
15	BREAKFAST AT TIFFANY'S, by Truman Capote. (Random House.)	16	4
""			
16	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	--	1
""			
""			
""			
""	This is an “unofficial” list compiled from weeks before and after.		
""	The New York Times was on strike on December 21, 1958 and December 28, 1958.		
This	December 28, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	22
""			
2	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	15
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
3		3	8
""	Montgomery. (World Publishing Co.)		
""			
4	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	4	20
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
5		5	4
""	Co.)		
""			
6	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	6	13
""			
7	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	--	1
""			
""	CHICAGO: A PICTORIAL HISTORY, by Herman Kogan and Lloyd Wendt. (E. P.		
8		10	4
""	Dutton.)		
""			
9	THE THREE EDWARDS, by Thomas B. Costain. (Doubleday and Company.)	11	7
""			
10	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	9	5
""			
11	HERBLOCK'S SPECIAL FOR TODAY, by Herbert Block. (Simon and Schuster.)	7	7
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
12		12	12
""	Company.)		
""			
13	THE GREAT CHICAGO FIRE, by Robert Cromie. (McGraw-Hill.)	15	9
""			
14	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	8	58
""			
15	ABANDON SHIP!, by Richard F. Newcomb. (Henry Holt and Company.)	13	12
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
16		14	28
""	Company.)		
""			
""			
""			
""	This is an “unofficial” list compiled from weeks before and after.		
""	The New York Times was on strike on December 21, 1958 and December 28, 1958.		
