This	May 15, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
1		1	10
""	Company.)		
""			
2	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	2	9
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	30
""			
4	THE GOOD SHEPHERD, by C.S. Forester. (Little, Brown and Company.)	4	6
""			
5	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	7	2
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
6		5	28
""	Inc.)		
""			
7	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	6	4
""			
8	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	11	9
""			
9	THE BREAKING WAVE, by Nevil Shute. (William Morrow and Co.)	9	3
""			
10	THE SCOTSWOMAN, by Inglis Clark Fletcher. (Bobbs-Merrill.)	12	3
""			
11	DUTCH, by Theodore Bonnet. (Doubleday and Company.)	13	3
""			
12	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	8	37
""			
13	THE HEALER, by Frank G. Slaughter. (Doubleday and Co. Inc.)	10	13
""			
""	VENTURE INTO DARKNESS, by Alice Tisdale Hobart. (Longman's, Green and		
14		14	6
""	Co.)		
""			
15	FLAMINGO FEATHER, by Laurens Van Der Post. (William Morrow and Co.)	15	10
""			
""	THE VOWS OF THE PEACOCK, by Alice Walworth Graham. (Doubleday and Co,		
16		--	1
""	Inc.)		
This	May 15, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	8
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	132
""	Inc.)		
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
3		3	18
""	Press.)		
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	8
""			
5	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	5	136
""			
6	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	6
""			
7	MEMORIES, by Ethel Barrymore. (Harper and Brothers.)	6	2
""			
""	ESSAYS IN THE PUBLIC PHILOSOPHY, by Walter Lippmann. (Little, Brown and		
8		8	11
""	Company.)		
""			
9	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	9	13
""			
10	TO THE ONE I LOVE THE BEST, by Ludwig Bemelmans. (Viking Press.)	10	10
""			
11	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	11	25
""			
12	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	13	26
""			
13	A TRAIN OF POWDER, by Rebecca West. (Viking Press.)	15	6
""			
14	TWO MINUTES TILL MIDNIGHT, by Elmer Davis. (Bobbs Merrill Co.)	12	10
""			
15	GARBO, by John Bainbridge. (Doubleday.)	16	4
""			
16	BOTTOMS UP!, by Cornelia Otis Skinner. (Dodd, Mead and Company.)	14	5
