This	June 12, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	1	13
""			
2	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	2	6
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
3		3	14
""	Company.)		
""			
4	THE GOOD SHEPHERD, by C.S. Forester. (Little, Brown and Company.)	4	10
""			
5	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	5	34
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	13
""			
7	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	6	8
""			
8	THE BREAKING WAVE, by Nevil Shute. (William Morrow and Co.)	9	7
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
9		8	32
""	Inc.)		
""			
10	THE SCOTSWOMAN, by Inglis Clark Fletcher. (Bobbs-Merrill.)	10	7
""			
11	THE DINNER PARTY, by Gretchen Finletter. (Harper and Brothers.)	11	4
""			
12	DUTCH, by Theodore Bonnet. (Doubleday and Company.)	12	7
""			
13	THE VIRGINIA EXILES, by Elizabeth Gray Vining. (J. B. Lippincott and Co.)	14	3
""			
14	THE THORN TREE, by Nelia Gardner White. (Viking Books.)	16	3
""			
15	THE HEALER, by Frank G. Slaughter. (Doubleday and Co. Inc.)	--	15
""			
16	FLAMINGO FEATHER, by Laurens Van Der Post. (William Morrow and Co.)	--	11
This	June 12, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	12
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	136
""	Inc.)		
""			
3	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	4	140
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	3	12
""			
5	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	6	10
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
6		5	22
""	Press.)		
""			
7	MEMORIES, by Ethel Barrymore. (Harper and Brothers.)	7	6
""			
8	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	8	2
""			
""	BOSWELL ON THE GRAND TOUR, by Frank Brady and Frederick A. Pottle.		
9		--	1
""	(McGraw-Hill Book Company, Inc.)		
""			
""	ESSAYS IN THE PUBLIC PHILOSOPHY, by Walter Lippmann. (Little, Brown and		
10		10	15
""	Company.)		
""			
11	PARTY OF ONE, by Clifton Fadiman. (World Publishing Co.)	14	3
""			
12	LAURETTE, by Marguerite Courtney. (Rinehart.)	11	4
""			
13	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	12	17
""			
14	BOTTOMS UP!, by Cornelia Otis Skinner. (Dodd, Mead and Company.)	13	9
""			
15	A TRAIN OF POWDER, by Rebecca West. (Viking Press.)	--	7
""			
16	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	--	1
