This	October 2, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	2	3
""			
2	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	1	29
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
3		3	10
""	Schuster.)		
""			
4	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	4	22
""			
5	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	5	29
""			
6	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	6	5
""			
7	THE FLOWER GIRLS, by Clemence Dane. (W. W. Norton and Company.)	7	13
""			
8	THE SIXTH OF JUNE, by Lionel Shapiro. (Doubleday.)	8	6
""			
9	GRANDFATHER STORIES, by Samuel Hopkins Adams. (Random House.)	9	8
""			
10	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	14	50
""			
11	THE GREAT MAN, by Al Morgan. (E. P. Dutton and Co., Inc.)	--	2
""			
12	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	10	78
""			
13	THE WINE OF YOUTH, by Robert Wilder. (G. P. Putnam's Sons.)	12	14
""			
14	79 PARK AVENUE, by Harold Robbins. (Alfred A. Knopf.)	13	7
""			
15	THE TREE OF MAN, by Patrick White. (Viking Press.)	--	3
""			
16	EXCELSIOR!, by Paul Hyde Bonner. (Charles Scribner's Sons.)	15	13
This	October 2, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	28
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	152
""	Inc.)		
""			
3	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	3	17
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	4	28
""			
5	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	5	156
""			
6	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	6	26
""			
7	HIROSHIMA DIARY, by Michihiko Hachiya. (University of North Carolina Press.)	8	6
""			
8	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	9	18
""			
""	NEVER PLEAD GUILTY, by John Wesley Noble and Bernard Averbuch. (Farrar,		
9		7	4
""	Straus and Cudahy.)		
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
10		10	8
""	Company.)		
""			
11	JEFFERSON DAVIS, by Hudson Strode. (Harcourt, Brace and Co.)	--	1
""			
12	THE SANE SOCIETY, by Erich Fromm. (Rinehart and Company, Inc.)	15	2
""			
13	GRAND DECEPTION, by Alexander Klein. ( J. B. Lippincott.)	--	1
""			
14	THE AFRICAN GIANT, by Stuart Cloete. (Houghton Mifflin.)	--	1
""			
15	CAPTAIN DREYFUS, by Nicholas Halasz. (Simon and Schuster.)	16	3
""			
16	HIGH SIERRA COUNTRY, by Oscar Lewis. (Duell, Sloan and Pearce.)	12	6
