This	April 17, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
1		1	6
""	Company.)		
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
2		2	24
""	Inc.)		
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	26
""			
4	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	4	5
""			
5	THE GOOD SHEPHERD, by C.S. Forester. (Little, Brown and Company.)	16	2
""			
6	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	5	33
""			
7	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	8	13
""			
8	THE HEALER, by Frank G. Slaughter. (Doubleday and Co. Inc.)	7	9
""			
9	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	14	5
""			
10	KATHERINE, by Anya Seton. (Houghton Mifflin.)	6	27
""			
11	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	10	19
""			
""	VENTURE INTO DARKNESS, by Alice Tisdale Hobart. (Longman's, Green and		
12		11	2
""	Co.)		
""			
13	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	12	64
""			
14	FLAMINGO FEATHER, by Laurens Van Der Post. (William Morrow and Co.)	9	6
""			
15	COROMANDEL!, by John Masters. (Viking Books.)	--	1
""			
16	PRAY FOR A BRAVE HEART, by Helen MacInnes. (Houghton Mifflin Harcourt.)	15	12
This	April 17, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	4
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		1	128
""	Inc.)		
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
3		3	14
""	Press.)		
""			
4	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	11	4
""			
5	TO THE ONE I LOVE THE BEST, by Ludwig Bemelmans. (Viking Press.)	4	6
""			
6	THE DAY LINCOLN WAS SHOT, by Jim Bishop. (Harper and Brothers.)	5	9
""			
7	TWO MINUTES TILL MIDNIGHT, by Elmer Davis. (Bobbs Merrill Co.)	7	6
""			
8	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	6	21
""			
9	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	9	22
""			
10	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	12	2
""			
""	ESSAYS IN THE PUBLIC PHILOSOPHY, by Walter Lippmann. (Little, Brown and		
11		8	7
""	Company.)		
""			
12	HAVE TUX, WILL TRAVEL, by Bob Hope. (Simon and Schuster.)	13	9
""			
13	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	10	17
""			
14	BOTTOMS UP!, by Cornelia Otis Skinner. (Dodd, Mead and Company.)	--	1
""			
15	A TRAIN OF POWDER, by Rebecca West. (Viking Press.)	15	2
""			
16	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	16	132
