This	February 3, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	42
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	25
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	16
""			
4	THE END OF THE AFFAIR, by Graham Greene.	4	13
""			
5	THE PRESIDENT'S LADY, by Irving Stone.	6	17
""			
6	MOSES, by Sholem Asch.	5	17
""			
7	THE WANDERER, by Mika Waltari.	9	13
""			
8	FROM HERE TO ETERNITY, by James Jones.	7	48
""			
9	WE FISHED ALL NIGHT, by Willard Motley.	10	9
""			
10	WAIT FOR THE WAGON, by Mary Lasswell.	13	9
""			
11	WINDS OF MORNING, by Harold Lenoir Davis.	15	2
""			
12	THE IRON MISTRESS, by Paul I. Wellman.	12	26
""			
13	THE CATHERINE WHEEL, by Jean Stafford.	--	1
""			
14	THE DARK MOMENT, by Ann Bridge.	11	2
""			
15	SYBIL, by Louis Auchincloss.	--	1
""			
16	BARABBAS, by Par Lagerkvist.	16	5
This	February 3, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	29
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	14
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	15
""			
4	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	5	8
""			
5	CLOSING THE RING, by Winston S. Churchill.	4	9
""			
6	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	6	15
""			
7	SHOW BIZ, by Abel Green and Joe Laurie Jr.	7	10
""			
8	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	11	11
""			
9	DANCE TO THE PIPER, by Agnes de Mille.	--	1
""			
10	KON-TIKI, by Thor Heyerdahl.	10	73
""			
11	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	9	10
""			
12	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	12	9
""			
13	THE CONFIDENT YEARS 1885-1915, by Van Wyck Brooks.	14	2
""			
14	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	8	13
""			
15	MOTHER AND QUEEN, by Marion Crawford.	--	1
""			
16	AMERICAN DIPLOMACY, 1900-1950, by George F. Kennan.	--	9
