This	October 13, 1974	Last	Weeks
Week	Fiction	Week	On List
""			
1	CENTENNIAL, by James Michener.  (Random House, $12.50.) Dioramic historical	2	7
""	novel covering the land and people around Centennial, Colo.		
""			
2	TINKER, TAILOR, SOLDIER, SPY, by John le Carré. (Knopf, $7.95.) Thinking	1	17
""	"man's spy story about the search for a Soviet ""mole."""		
""			
3	THE DOGS OF WAR, by Frederick Forsyth. (Viking, $7.95.) Authenticity is the	3	14
""	main virtue of the thriller about an African coup d'etat.		
""			
4	"JAWS, Peter Benchley. (Doubleday, $6.95.) ""Better close for winter, Caleb. Big"	4	32
""	"shark et up all the summer people."""		
""			
5	THE WAR BETWEEN THE TATES, by Alison Lurie. (Random House, $6.95.)	6	7
""	Coolly detached satire of academic life in the late sixties.		
""			
6	THE HOUSE OF A THOUSAND LANTERNS, by Victoria Holt. (Doubleday,	7	9
""	$6.95.) The usual gothic folderol about a heroine in jeopardy.		
""			
7	WATERSHIP DOWN,  by Richard Adams. (Macmillian, $6.95.) The peerless rabbit	5	27
""	saga back for a holiday-season reprise.		
""			
8	THE SEVEN-PER-CENT SOLUTION, edited by Nicholas Meyer.  (Dutton, $6.95.)	9	4
""	Droll resurrection of Sherlock Holmes, in which he kicks cocaine, foils a grand plot		
""	against world peace.		
""			
9	CASHELMARA, by Susan Howatch. (Simon & Schuster, $9.95.) Generations	8	21
""	beget generations in this conventional historical novel.		
""			
10	THE RHINEMANN EXCHANGE, by Robert Ludlum. (Dial Press, $8.95.)	10	2
""	Entertaining espionage thriller positing a Nazi-American wartime deal.		
This	October 13, 1974	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ALL THE PRESIDENT'S MEN, by Carl Bernstein and Bob Woodward. (Simon &	1	20
""	Schuster, $8.95; also in paper, Warner ($1.95.) Post reporters vs. the Nixon cover-		
""	up.		
""			
2	THE MEMORY BOOK, by Harry Lorayne and Jerry Lucas. (Stein & Day, $7.95.)	2	16
""	How to remember the things you'd rather not forget.		
""			
3	THE WOMAN HE LOVED, by Ralph G. Martin. (Simon & Schuster, $9.95.)	4	9
""	Gossipy retelling of the Windsors' antique passion.		
""			
4	ALIVE: The Story of the Andes Survivors, by Piers Paul Read. (Lippincott, $10.) A	3	25
""	powerful tale of survival.		
""			
5	YOU CAN PROFIT FROM A MONETARY CRISIS, Harry Browne. (Macmillian,	5	34
""	$8.95.) Investment strategies that will allegedly keep you solvent.		
""			
6	MORE JOY, edited by Alex Comfort. (Crown Publishers, illustrated $12.50,	6	5
""	"nonillustrated $7.95.) More ""Joy of Sex,"" that is."		
""			
7	A BRIDGE TOO FAR, by Cornelius Ryan. (Simon & Schuster, $12.50.) A	9	2
""	disastrous Allied action in World War II, vividly retold.		
""			
8	THE GULAG ARCHIPELAGO, by Aleksandr I. Solzhenitsyn. (Harper & Row,	7	16
""	Cloth, $12.50; paper, $1.95.) Powerful condemnation of the secret world of Soviet		
""	prisons.		
""			
9	ALL THINGS BRIGHT AND BEAUTIFUL, by James Herriot. (St. Martin's Press,	--	1
""	$8.95.) Pleasant memoirs of a Yorkshire veterinarian.		
""			
10	"PLAIN SPEAKING, by Merle Miller. (Putnam's, $8.95.) An ""oral biography"" of"	8	38
""	Harry Truman, with some salty opinions on a variety of things.		
